time,latitude,u10,v10,d2m,t2m,msl,sst,sp,meanSea,cape,Wind Magnitude,Air-Sea Temp Difference
2012-09-15,38.983297101449274,1.2309299188067604,-0.9770192500302838,287.6521755434783,296.07044479619566,101453.48287333937,297.02448239910314,100091.28300271739,0.0,2.6201925216683724,4.682899352448937,-0.9379075560538109
2012-09-16,38.983297101449274,-1.2104067517828623,1.8497809148899154,289.7798061986715,296.59268540911836,101422.63912635868,297.16513329596415,100063.24264794686,0.0,2.223092931909722,3.0718786050402342,-0.5190092619581473
2012-09-17,38.983297101449274,-1.1850250349156402,2.007778750791742,290.9602907125604,296.6349150105676,101421.26719051933,297.25993790732434,100061.17772493961,0.0,15.680254213473733,3.1962173188467977,-0.5890434080717478
2012-09-18,38.983297101449274,-1.3086999143422706,1.4888060633624562,291.5846568900966,296.72517350392513,101314.33337092391,297.4793655904335,99955.398852657,0.0,293.9087727929499,2.9710184497572,-0.6776397701793736
2012-09-19,38.983297101449274,-2.7124355888094054,-2.973723580150797,291.65156426932367,296.08596050422705,101478.53330978262,297.14840913303436,100106.5121240942,0.0,812.3425045289855,5.984898454097865,-0.848642916666667
2012-09-20,38.983297101449274,-4.388647653759587,-1.677170559012923,289.7137113964372,295.2768059888285,101773.64937001812,296.75594890881916,100393.82670289856,0.0,333.3249264039855,6.11716476685846,-1.266349299327354
2012-09-21,38.983297101449274,-4.220099550682111,0.42054632157643873,291.5600930525362,295.9732645033212,101602.65760643117,296.853341887145,100228.33844806763,0.0,569.4482421648551,5.058081989382407,-0.4983403363228693
2012-09-22,38.983297101449274,-0.45956299670320655,-0.2682644756670939,292.91976820803137,296.4657748143116,101370.92870923913,296.9903888789238,100005.56297252416,0.0,670.0710578577899,3.601620352840254,-0.36911529708520224
2012-09-23,38.983297101449274,0.8522866117636307,3.0769769409377563,292.5272416379831,296.70154798158217,101296.3685652174,297.0710742600897,99934.12649003623,0.0,514.0099827672101,4.065470447405281,-0.4004826737668138
2012-09-24,38.983297101449274,5.82868590796792,2.5146916024547616,289.8920565851449,296.8739342798913,101247.33328004226,296.97570221599403,99873.34859148551,0.0,500.9059857412439,7.487236433342782,0.48409657137518836
2012-09-25,38.983297101449274,5.262807063722856,4.963864635108805,289.1062480374396,295.95166051328505,100829.61279211956,296.8226739088191,99459.02889945652,0.0,334.4462879379378,7.890853002873233,-0.08270500000000114
2012-09-26,38.983297101449274,4.873701635611624,3.531684226516311,289.1999449094203,295.25253251358697,100738.88985703503,296.7295435239163,99366.67109148549,0.0,68.89926487821558,7.407476246865084,-0.4100710108370703
2012-09-27,38.983297101449274,-4.640193325285341,-2.04730705508859,289.2519721512681,293.9439594338768,101287.56070078503,296.6106273916293,99905.24850996377,0.0,272.1894908997585,5.566801392032336,-1.6822839162929766
2012-09-28,38.983297101449274,-4.226559369510477,-2.8293835666940153,290.7602901887077,294.2866741545894,101056.77028668477,296.42771100896863,99676.42326237923,0.0,427.69521324728265,8.067836912364307,-1.0065756819880414
2012-09-29,38.983297101449274,3.8802157887099638,0.5556278822621724,288.92527830163044,293.4139810552536,101187.56754453502,296.48818329222723,99804.56917874396,0.0,288.43194849932064,6.74356640423261,-2.0199099831838585
2012-09-30,38.983297101449274,1.3876632347564388,-2.247279108966606,287.9997869172705,292.68662929800723,101637.28436745169,296.21806069506727,100247.2504906401,0.0,99.98005125324578,5.3181455278006515,-2.831949854260089
2012-10-01,38.983297101449274,1.760901269107823,-0.982430823659713,287.6937436246981,293.2287870169082,101968.10317874396,296.04045289237666,100579.85782004832,0.0,13.91864486094633,3.5362027505519906,-2.0689997944693577
2012-10-02,38.983297101449274,0.8961508401847259,0.5232323214235054,288.0391824290459,293.7867309042875,102076.86024894324,295.88576017563526,100691.83105827293,0.0,19.963945052528683,2.6951717432374847,-1.3682740396113602
2012-10-03,38.983297101449274,-0.8305469627609813,1.22288178387764,289.1417290036232,294.2407695018116,101935.24886397948,295.90399275037373,100553.74263285025,0.0,24.58636856620622,3.5156996336441435,-0.971365822122572
2012-10-04,38.983297101449274,-2.6001303391260264,0.3993571687972977,290.60681548460144,294.6583785809179,101655.89552687199,295.88335837443947,100279.17551932367,0.0,389.1444369263285,4.239153860691241,-0.5976130680119579
2012-10-05,38.983297101449274,-2.657548038691455,-0.1439039474672056,291.39138243357485,294.9261528094807,101718.53702762682,295.94917529895366,100340.030419686,0.0,767.611667798913,4.096909508236537,-0.39631034753363337
2012-10-06,38.983297101449274,0.653216358569176,0.2210676840956235,291.85207320199277,294.8900660567633,101915.01684375,296.07209207025414,100536.17022342994,0.0,621.8820482865337,2.5107072377197053,-0.7034513714499246
2012-10-07,38.983297101449274,2.0831742412642513,-0.14814907903809707,291.64513647795894,295.04242177838165,101966.48372841184,296.08911678624816,100589.19611262076,0.0,38.10721425709541,2.7816197895020083,-0.7841763359491781
2012-10-08,38.983297101449274,1.7129620252602444,1.1506506155988587,291.6922362182971,295.34656861865943,101842.66827792874,296.265159715994,100471.46686443237,0.0,28.42877465145124,2.8988414752887013,-0.7099709379671149
2012-10-09,38.983297101449274,1.7238686186658816,-0.03873477587476148,291.54013071407,295.72800082427534,101568.909566878,296.2651554820628,100201.33128321255,0.0,57.14404767903079,3.401746171528583,-0.42879817451419927
2012-10-10,38.983297101449274,1.4048352673392663,1.052464709326961,291.6993948067633,295.4887184541063,101344.80329649759,296.1898713789238,99980.55162892512,0.0,407.33698018568845,2.766308110731323,-0.5525141666666669
2012-10-11,38.983297101449274,3.694900271363255,1.4324531804238794,291.95204958333335,295.62480805253625,101064.27776011474,296.2673865844544,99694.90465730678,0.0,1430.1741017512077,4.623229511864348,-0.2781121487294472
2012-10-12,38.983297101449274,1.3576110299452444,-2.0478037783507683,289.8263686654589,294.1789952777778,101308.13328260869,296.15028458893875,99929.37615942028,0.0,923.4177564915458,5.947937959246855,-1.3230913004484304
